binary_sensor.ac_3e11b72_16 |  |  | rfxtrx | 
event.ac_3e11b72_16 |  |  | rfxtrx | 
sensor.ac_3e11b72_16_signaalsterkte | Signaalsterkte |  | rfxtrx | 
switch.ac_3e11b72_16 |  |  | rfxtrx | 
event.visonic_codesecure_95e6fd_32 |  |  | rfxtrx | 
sensor.visonic_codesecure_95e6fd_32_signaalsterkte | Signaalsterkte |  | rfxtrx | 
sensor.visonic_codesecure_95e6fd_32_batterij | Batterij |  | rfxtrx | 
sensor.visonic_codesecure_95e6fd_32_sensor_status | Sensorstatus |  | rfxtrx | 
device_tracker.telefoon_pieter_2 | telefoon pieter |  | tado | 
binary_sensor.byron_sx_00_b2 |  |  | rfxtrx | 
event.byron_sx_00_b2 |  |  | rfxtrx | 
sensor.byron_sx_00_b2_geluid | Geluid |  | rfxtrx | 
sensor.byron_sx_00_b2_signaalsterkte | Signaalsterkte |  | rfxtrx | 
siren.byron_sx_00_b2 |  |  | rfxtrx | 
binary_sensor.byron_sx_00_36 |  |  | rfxtrx | 
event.byron_sx_00_36 |  |  | rfxtrx | 
sensor.byron_sx_00_36_geluid | Geluid |  | rfxtrx | 
sensor.byron_sx_00_36_signaalsterkte | Signaalsterkte |  | rfxtrx | 
siren.byron_sx_00_36 |  |  | rfxtrx | 
device_tracker.pixel_9 | Pixel 9 |  | mobile_app | 
sensor.tfa_30_3133_00_01_signaalsterkte | Signaalsterkte |  | rfxtrx | 
sensor.tfa_30_3133_00_01_batterij | Batterij |  | rfxtrx | 
sensor.tfa_30_3133_00_01_temperatuur | Temperatuur |  | rfxtrx | 
sensor.tfa_30_3133_b0_01_signaalsterkte | Signaalsterkte |  | rfxtrx | 
sensor.tfa_30_3133_b0_01_batterij | Batterij |  | rfxtrx | 
sensor.tfa_30_3133_b0_01_temperatuur | Temperatuur |  | rfxtrx | 
switch.bureau_friede_kinderslot | Kinderslot |  | tado | 
switch.bureau_pieter_kinderslot | Kinderslot |  | tado | 
switch.living_kinderslot | Kinderslot |  | tado | 
switch.keuken_kinderslot | Kinderslot |  | tado | 
switch.salon_kinderslot | Kinderslot |  | tado | 
switch.slaapkamer_mapa_kinderslot | Kinderslot |  | tado | 
switch.slaapkamer_jolien_kinderslot | Kinderslot |  | tado | 
switch.badkamer_kinderslot | Kinderslot |  | tado | 
switch.slaapkamer_jan_kinderslot | Kinderslot |  | tado | 
switch.slaapkamer_stijn_kinderslot | Kinderslot |  | tado | 
switch.inkom_kinderslot | Kinderslot |  | tado | 
sensor.rubicson_d8_01_signaalsterkte | Signaalsterkte |  | rfxtrx | 
sensor.rubicson_d8_01_vochtigheidsstatus | Vochtigheidsstatus |  | rfxtrx | 
sensor.rubicson_d8_01_temperatuur | Temperatuur |  | rfxtrx | 
sensor.rubicson_d8_01_batterij | Batterij |  | rfxtrx | 
sensor.rubicson_d8_01_luchtvochtigheid | Luchtvochtigheid |  | rfxtrx | 
sensor.backup_backup_manager_state | Status Back-up Manager |  | backup | 
sensor.backup_next_scheduled_automatic_backup | Volgende geplande automatische back-up |  | backup | 
sensor.backup_last_successful_automatic_backup | Laatste succesvolle automatische back-up |  | backup | 
sensor.pixel_9_detected_activity | Pixel 9 Detected activity |  | mobile_app | enum
sensor.pixel_9_sleep_confidence | Pixel 9 Sleep confidence |  | mobile_app | 
sensor.pixel_9_sleep_segment | Pixel 9 Sleep segment |  | mobile_app | duration
binary_sensor.pixel_9_android_auto | Pixel 9 Android Auto |  | mobile_app | connectivity
sensor.pixel_9_os_version | Pixel 9 OS version |  | mobile_app | 
sensor.pixel_9_security_patch | Pixel 9 Security patch |  | mobile_app | 
sensor.pixel_9_current_version | Pixel 9 Current version |  | mobile_app | 
sensor.pixel_9_app_rx_gb | Pixel 9 App Rx GB |  | mobile_app | 
sensor.pixel_9_app_tx_gb | Pixel 9 App Tx GB |  | mobile_app | 
sensor.pixel_9_app_memory | Pixel 9 App memory |  | mobile_app | 
binary_sensor.pixel_9_app_inactive | Pixel 9 App inactive |  | mobile_app | 
sensor.pixel_9_app_standby_bucket | Pixel 9 App standby bucket |  | mobile_app | enum
sensor.pixel_9_app_importance | Pixel 9 App importance |  | mobile_app | enum
sensor.pixel_9_ringer_mode | Pixel 9 Ringer mode |  | mobile_app | enum
sensor.pixel_9_audio_mode | Pixel 9 Audio mode |  | mobile_app | enum
binary_sensor.pixel_9_headphones | Pixel 9 Headphones |  | mobile_app | 
binary_sensor.pixel_9_mic_muted | Pixel 9 Mic muted |  | mobile_app | 
binary_sensor.pixel_9_speakerphone | Pixel 9 Speakerphone |  | mobile_app | 
binary_sensor.pixel_9_music_active | Pixel 9 Music active |  | mobile_app | 
sensor.pixel_9_volume_level_alarm | Pixel 9 Volume level alarm |  | mobile_app | 
sensor.pixel_9_volume_level_call | Pixel 9 Volume level call |  | mobile_app | 
sensor.pixel_9_volume_level_music | Pixel 9 Volume level music |  | mobile_app | 
sensor.pixel_9_volume_level_ringer | Pixel 9 Volume level ringer |  | mobile_app | 
sensor.pixel_9_volume_level_notification | Pixel 9 Volume level notification |  | mobile_app | 
sensor.pixel_9_volume_level_system | Pixel 9 Volume level system |  | mobile_app | 
sensor.pixel_9_volume_level_dtmf | Pixel 9 Volume level DTMF |  | mobile_app | 
sensor.pixel_9_volume_level_accessibility | Pixel 9 Volume level accessibility |  | mobile_app | 
sensor.pixel_9_battery_level | Pixel 9 Battery level |  | mobile_app | battery
sensor.pixel_9_battery_state | Pixel 9 Battery state |  | mobile_app | enum
binary_sensor.pixel_9_is_charging | Pixel 9 Is charging |  | mobile_app | plug
sensor.pixel_9_charger_type | Pixel 9 Charger type |  | mobile_app | enum
sensor.pixel_9_battery_health | Pixel 9 Battery health |  | mobile_app | enum
sensor.pixel_9_battery_temperature | Pixel 9 Battery temperature |  | mobile_app | temperature
sensor.pixel_9_battery_power | Pixel 9 Battery power |  | mobile_app | power
sensor.pixel_9_remaining_charge_time | Pixel 9 Remaining charge time |  | mobile_app | duration
sensor.pixel_9_battery_cycle_count | Pixel 9 Battery cycle count |  | mobile_app | 
sensor.pixel_9_bluetooth_connection | Pixel 9 Bluetooth connection |  | mobile_app | 
binary_sensor.pixel_9_bluetooth_state | Pixel 9 Bluetooth state |  | mobile_app | 
sensor.pixel_9_ble_transmitter | Pixel 9 BLE transmitter |  | mobile_app | enum
sensor.pixel_9_beacon_monitor | Pixel 9 Beacon monitor |  | mobile_app | enum
sensor.pixel_9_car_battery | Pixel 9 Car battery |  | mobile_app | battery
sensor.pixel_9_car_name | Pixel 9 Car name |  | mobile_app | 
sensor.pixel_9_car_charging_status | Pixel 9 Car charging status |  | mobile_app | plug
sensor.pixel_9_car_ev_connector_type | Pixel 9 Car EV connector type |  | mobile_app | enum
sensor.pixel_9_car_fuel | Pixel 9 Car fuel |  | mobile_app | battery
sensor.pixel_9_car_fuel_type | Pixel 9 Car fuel type |  | mobile_app | enum
sensor.pixel_9_car_odometer | Pixel 9 Car odometer |  | mobile_app | distance
sensor.pixel_9_car_speed | Pixel 9 Car speed |  | mobile_app | speed
sensor.pixel_9_car_range_remaining | Pixel 9 Car range remaining |  | mobile_app | distance
sensor.pixel_9_screen_brightness | Pixel 9 Screen brightness |  | mobile_app | 
sensor.pixel_9_screen_off_timeout | Pixel 9 Screen off timeout |  | mobile_app | duration
sensor.pixel_9_screen_orientation | Pixel 9 Screen orientation |  | mobile_app | 
sensor.pixel_9_screen_rotation | Pixel 9 Screen rotation |  | mobile_app | 
sensor.pixel_9_do_not_disturb_sensor | Pixel 9 Do Not Disturb sensor |  | mobile_app | enum
sensor.pixel_9_accent_color | Pixel 9 Accent color |  | mobile_app | 
binary_sensor.pixel_9_work_profile | Pixel 9 Work profile |  | mobile_app | 
sensor.pixel_9_geocoded_location | Pixel 9 Geocoded location |  | mobile_app | 
sensor.pixel_9_active_calories_burned | Pixel 9 Active calories burned |  | mobile_app | energy
sensor.pixel_9_blood_glucose | Pixel 9 Blood glucose |  | mobile_app | blood_glucose_concentration
sensor.pixel_9_body_fat | Pixel 9 Body fat |  | mobile_app | 
sensor.pixel_9_diastolic_blood_pressure | Pixel 9 Diastolic blood pressure |  | mobile_app | pressure
sensor.pixel_9_daily_distance | Pixel 9 Daily distance |  | mobile_app | distance
sensor.pixel_9_daily_elevation_gained | Pixel 9 Daily elevation gained |  | mobile_app | distance
sensor.pixel_9_daily_floors | Pixel 9 Daily floors |  | mobile_app | 
sensor.pixel_9_heart_rate | Pixel 9 Heart rate |  | mobile_app | 
sensor.pixel_9_heart_rate_variability | Pixel 9 Heart rate variability |  | mobile_app | duration
sensor.pixel_9_oxygen_saturation | Pixel 9 Oxygen saturation |  | mobile_app | 
sensor.pixel_9_respiratory_rate | Pixel 9 Respiratory rate |  | mobile_app | 
sensor.pixel_9_resting_heart_rate | Pixel 9 Resting heart rate |  | mobile_app | 
sensor.pixel_9_sleep_duration | Pixel 9 Sleep duration |  | mobile_app | duration
sensor.pixel_9_daily_steps | Pixel 9 Daily steps |  | mobile_app | 
sensor.pixel_9_systolic_blood_pressure | Pixel 9 Systolic blood pressure |  | mobile_app | pressure
sensor.pixel_9_total_calories_burned | Pixel 9 Total calories burned |  | mobile_app | energy
sensor.pixel_9_vo2_max | Pixel 9 VO2 max |  | mobile_app | 
sensor.pixel_9_weight | Pixel 9 Weight |  | mobile_app | weight
binary_sensor.pixel_9_device_locked | Pixel 9 Device locked |  | mobile_app | 
binary_sensor.pixel_9_device_secure | Pixel 9 Device secure |  | mobile_app | 
binary_sensor.pixel_9_keyguard_locked | Pixel 9 Keyguard locked |  | mobile_app | 
binary_sensor.pixel_9_keyguard_secure | Pixel 9 Keyguard secure |  | mobile_app | 
sensor.pixel_9_last_used_app | Pixel 9 Last used app |  | mobile_app | 
sensor.pixel_9_last_reboot | Pixel 9 Last reboot |  | mobile_app | timestamp
sensor.pixel_9_last_update_trigger | Pixel 9 Last update trigger |  | mobile_app | 
sensor.pixel_9_light_sensor | Pixel 9 Light sensor |  | mobile_app | illuminance
binary_sensor.pixel_9_high_accuracy_mode | Pixel 9 High accuracy mode |  | mobile_app | 
sensor.pixel_9_high_accuracy_update_interval | Pixel 9 High accuracy update interval |  | mobile_app | 
binary_sensor.pixel_9_mobile_data | Pixel 9 Mobile data |  | mobile_app | 
binary_sensor.pixel_9_mobile_data_roaming | Pixel 9 Mobile data roaming |  | mobile_app | 
sensor.pixel_9_wi_fi_connection | Pixel 9 Wi-Fi connection |  | mobile_app | 
sensor.pixel_9_wi_fi_bssid | Pixel 9 Wi-Fi BSSID |  | mobile_app | 
sensor.pixel_9_wi_fi_ip_address | Pixel 9 Wi-Fi IP address |  | mobile_app | 
sensor.pixel_9_wi_fi_link_speed | Pixel 9 Wi-Fi link speed |  | mobile_app | 
binary_sensor.pixel_9_wi_fi_state | Pixel 9 Wi-Fi state |  | mobile_app | 
sensor.pixel_9_wi_fi_frequency | Pixel 9 Wi-Fi frequency |  | mobile_app | 
sensor.pixel_9_wi_fi_signal_strength | Pixel 9 Wi-Fi signal strength |  | mobile_app | signal_strength
sensor.pixel_9_public_ip_address | Pixel 9 Public IP address |  | mobile_app | 
binary_sensor.pixel_9_hotspot_state | Pixel 9 Hotspot state |  | mobile_app | 
sensor.pixel_9_network_type | Pixel 9 Network type |  | mobile_app | enum
sensor.pixel_9_ipv6_addresses | Pixel 9 IPv6 addresses |  | mobile_app | 
binary_sensor.pixel_9_nfc_state | Pixel 9 NFC state |  | mobile_app | 
sensor.pixel_9_next_alarm | Pixel 9 Next alarm |  | mobile_app | timestamp
sensor.pixel_9_last_notification | Pixel 9 Last notification |  | mobile_app | 
sensor.pixel_9_last_removed_notification | Pixel 9 Last removed notification |  | mobile_app | 
sensor.pixel_9_active_notification_count | Pixel 9 Active notification count |  | mobile_app | 
sensor.pixel_9_media_session | Pixel 9 Media session |  | mobile_app | enum
sensor.pixel_9_phone_state | Pixel 9 Phone state |  | mobile_app | enum
sensor.pixel_9_sim_1 | Pixel 9 SIM 1 |  | mobile_app | 
sensor.pixel_9_sim_2 | Pixel 9 SIM 2 |  | mobile_app | 
sensor.pixel_9_signal_strength_sim_1 | Pixel 9 Signal strength (SIM 1) |  | mobile_app | signal_strength
sensor.pixel_9_signal_strength_sim_2 | Pixel 9 Signal strength (SIM 2) |  | mobile_app | signal_strength
sensor.pixel_9_data_network_type_sim_1 | Pixel 9 Data network type (SIM 1) |  | mobile_app | 
sensor.pixel_9_data_network_type_sim_2 | Pixel 9 Data network type (SIM 2) |  | mobile_app | 
binary_sensor.pixel_9_interactive | Pixel 9 Interactive |  | mobile_app | 
binary_sensor.pixel_9_doze_mode | Pixel 9 Doze mode |  | mobile_app | 
binary_sensor.pixel_9_power_save | Pixel 9 Power save |  | mobile_app | 
sensor.pixel_9_pressure_sensor | Pixel 9 Pressure sensor |  | mobile_app | atmospheric_pressure
sensor.pixel_9_proximity_sensor | Pixel 9 Proximity sensor |  | mobile_app | 
sensor.pixel_9_steps_sensor | Pixel 9 Steps sensor |  | mobile_app | 
sensor.pixel_9_internal_storage | Pixel 9 Internal storage |  | mobile_app | 
sensor.pixel_9_external_storage | Pixel 9 External storage |  | mobile_app | 
sensor.pixel_9_current_time_zone | Pixel 9 Current time zone |  | mobile_app | 
sensor.pixel_9_mobile_rx_gb | Pixel 9 Mobile Rx GB |  | mobile_app | 
sensor.pixel_9_mobile_tx_gb | Pixel 9 Mobile Tx GB |  | mobile_app | 
sensor.pixel_9_total_rx_gb | Pixel 9 Total Rx GB |  | mobile_app | 
sensor.pixel_9_total_tx_gb | Pixel 9 Total Tx GB |  | mobile_app | 
binary_sensor.byron_sx_00_bf |  |  | rfxtrx | 
event.byron_sx_00_bf |  |  | rfxtrx | 
sensor.byron_sx_00_bf_geluid | Geluid |  | rfxtrx | 
sensor.byron_sx_00_bf_signaalsterkte | Signaalsterkte |  | rfxtrx | 
siren.byron_sx_00_bf |  |  | rfxtrx | 
switch.file_editor |  |  | hassio | 
switch.home_assistant_google_drive_backup |  |  | hassio | 
event.backup_automatic_backup | Automatische back-up |  | backup | 
sensor.backup_last_attempted_automatic_backup | Recentste gepoogde automatische back-up |  | backup | 
binary_sensor.sun_solar_rising | Zon opkomst |  | sun | 
button.p1_meter_identificeren | Identificeren |  | homewizard | 
sensor.p1_meter_dsmr_versie | DSMR versie |  | homewizard | 
sensor.p1_meter_slimme_meter_model | Slimme meter model |  | homewizard | 
sensor.p1_meter_slimme_meter_identificatie | Slimme meter identificatie |  | homewizard | 
sensor.p1_meter_wi_fi_ssid | Wi-Fi SSID |  | homewizard | 
sensor.p1_meter_tarief | Tarief |  | homewizard | 
sensor.p1_meter_wi_fi_sterkte | Wi-Fi sterkte |  | homewizard | 
sensor.p1_meter_energy_import | Energie import |  | homewizard | 
sensor.p1_meter_energie_import_tarief_1 | Energie import tarief 1 |  | homewizard | 
sensor.p1_meter_energie_import_tarief_2 | Energie import tarief 2 |  | homewizard | 
sensor.p1_meter_energie_export | Energie export |  | homewizard | 
sensor.p1_meter_energie_export_tarief_1 | Energie export tarief 1 |  | homewizard | 
sensor.p1_meter_energie_export_tarief_2 | Energie export tarief 2 |  | homewizard | 
sensor.p1_meter_vermogen | Vermogen |  | homewizard | 
sensor.p1_meter_vermogen_fase_1 | Vermogen fase 1 |  | homewizard | 
sensor.p1_meter_vermogen_fase_2 | Vermogen fase 2 |  | homewizard | 
sensor.p1_meter_vermogen_fase_3 | Vermogen fase 3 |  | homewizard | 
sensor.p1_meter_spanning_fase_1 | Spanning fase 1 |  | homewizard | 
sensor.p1_meter_spanning_fase_2 | Spanning fase 2 |  | homewizard | 
sensor.p1_meter_spanning_fase_3 | Spanning fase 3 |  | homewizard | 
sensor.p1_meter_stroom | Stroom |  | homewizard | 
sensor.p1_meter_stroom_fase_1 | Stroom fase 1 |  | homewizard | 
sensor.p1_meter_stroom_fase_2 | Stroom fase 2 |  | homewizard | 
sensor.p1_meter_stroom_fase_3 | Stroom fase 3 |  | homewizard | 
sensor.p1_meter_gemiddeld_verbruik | Gemiddeld verbruik |  | homewizard | 
sensor.p1_meter_piekverbruik_huidige_maand | Piekverbruik huidige maand |  | homewizard | 
sensor.gas_meter_gas | Gas |  | homewizard | 
switch.p1_meter_cloud_verbinding | Cloud verbinding |  | homewizard | 
sensor.electricity_maps_co2_intensiteit | CO2-intensiteit |  | co2signal | 
sensor.electricity_maps_elektriciteitsnet_percentage_fossiele_brandstoffen | Elektriciteitsnet percentage fossiele brandstoffen |  | co2signal | 
sensor.p1_meter_energy_import_cost | sensor Cost |  | energy | 
sensor.p1_meter_energie_export_compensation | sensor Compensation |  | energy | 
sensor.gas_meter_gas_cost | sensor Cost |  | energy | 
binary_sensor.mosquitto_broker_actief | Actief |  | hassio | 
sensor.mosquitto_broker_versie | Versie |  | hassio | 
sensor.mosquitto_broker_nieuwste_versie | Nieuwste versie |  | hassio | 
sensor.mosquitto_broker_cpu_percentage | CPU-percentage |  | hassio | 
sensor.mosquitto_broker_geheugenpercentage | Geheugenpercentage |  | hassio | 
switch.mosquitto_broker |  |  | hassio | 
update.mosquitto_broker_update | Update |  | hassio | 
binary_sensor.mariadb_actief | Actief |  | hassio | 
sensor.mariadb_versie | Versie |  | hassio | 
sensor.mariadb_nieuwste_versie | Nieuwste versie |  | hassio | 
sensor.mariadb_cpu_percentage | CPU-percentage |  | hassio | 
sensor.mariadb_geheugenpercentage | Geheugenpercentage |  | hassio | 
switch.mariadb |  |  | hassio | 
update.mariadb_update | Update |  | hassio | 
binary_sensor.phpmyadmin_actief | Actief |  | hassio | 
sensor.phpmyadmin_versie | Versie |  | hassio | 
sensor.phpmyadmin_nieuwste_versie | Nieuwste versie |  | hassio | 
sensor.phpmyadmin_cpu_percentage | CPU-percentage |  | hassio | 
sensor.phpmyadmin_geheugenpercentage | Geheugenpercentage |  | hassio | 
switch.phpmyadmin |  |  | hassio | 
update.phpmyadmin_update | Update |  | hassio | 
sensor.haos_sbfspot_sbfspot_version | SBFspot Version |  | mqtt | 
sensor.haos_sbfspot_sma_plantname | SMA Plantname |  | mqtt | 
sensor.haos_sbfspot_sma_inverter_nom | SMA Inverter Nom |  | mqtt | 
sensor.haos_sbfspot_sma_timestamp | SMA Timestamp |  | mqtt | 
sensor.haos_sbfspot_sma_time_inverter | SMA Time Inverter |  | mqtt | 
sensor.haos_sbfspot_sma_sun_rise | SMA Sun Rise |  | mqtt | 
sensor.haos_sbfspot_sma_sun_set | SMA Sun Set |  | mqtt | 
sensor.haos_sbfspot_sma_serial_no | SMA Serial No |  | mqtt | 
sensor.haos_sbfspot_sma_device_type | SMA device type |  | mqtt | 
sensor.haos_sbfspot_sma_device_model | SMA device Model |  | mqtt | 
sensor.haos_sbfspot_sma_device_firmware | SMA device Firmware |  | mqtt | 
sensor.haos_sbfspot_sma_inverter_status | SMA Inverter Status |  | mqtt | 
sensor.haos_sbfspot_sma_inverter_running_temp | SMA Inverter Running Temp |  | mqtt | 
sensor.haos_sbfspot_sma_device_grid_relay | SMA device Grid Relay |  | mqtt | 
sensor.haos_sbfspot_sma_energy_daily | SMA Energy Daily |  | mqtt | 
sensor.haos_sbfspot_sma_energy_lifetime | SMA Energy Lifetime |  | mqtt | 
sensor.haos_sbfspot_sma_ac_power | SMA AC Power |  | mqtt | 
sensor.haos_sbfspot_sma_ac_power_line_1 | SMA AC Power Line 1 |  | mqtt | 
sensor.haos_sbfspot_sma_grid_phase_1_voltage | SMA Grid Phase 1 Voltage |  | mqtt | 
sensor.haos_sbfspot_sma_grid_phase_1_current | SMA Grid Phase 1 Current |  | mqtt | 
sensor.haos_sbfspot_sma_total_op_time | SMA Total Op Time |  | mqtt | 
sensor.haos_sbfspot_sma_total_feed_in_time | SMA Total Feed In Time |  | mqtt | 
sensor.haos_sbfspot_sma_dc_all_strings | SMA DC All Strings |  | mqtt | 
sensor.haos_sbfspot_sma_array1_pdc | SMA Array1 PDC |  | mqtt | 
sensor.haos_sbfspot_sma_array2_pdc | SMA Array2 PDC |  | mqtt | 
sensor.haos_sbfspot_sma_array1_udc | SMA Array1 UDC |  | mqtt | 
sensor.haos_sbfspot_sma_array2_udc | SMA Array2 UDC |  | mqtt | 
sensor.haos_sbfspot_sma_array1_idc | SMA Array1 IDC |  | mqtt | 
sensor.haos_sbfspot_sma_array2_idc | SMA Array2 IDC |  | mqtt | 
sensor.haos_sbfspot_sma_grid_frequency | SMA Grid Frequency |  | mqtt | 
sensor.haos_sbfspot_sma_bluetooth_signal | SMA Bluetooth Signal |  | mqtt | 
sensor.haos_sbfspot_sma_wakeup_time | SMA WakeUp time |  | mqtt | 
sensor.haos_sbfspot_sma_sleep_time | SMA sleep time |  | mqtt | 
binary_sensor.haos_sbfspot_running | Actief |  | hassio | 
sensor.haos_sbfspot_versie | Versie |  | hassio | 
sensor.haos_sbfspot_nieuwste_versie | Nieuwste versie |  | hassio | 
sensor.haos_sbfspot_cpu_percentage | CPU-percentage |  | hassio | 
sensor.haos_sbfspot_geheugenpercentage | Geheugenpercentage |  | hassio | 
switch.haos_sbfspot |  |  | hassio | 
update.haos_sbfspot_update | Update |  | hassio | 
binary_sensor.byron_sx_00_3f |  |  | rfxtrx | 
event.byron_sx_00_3f |  |  | rfxtrx | 
sensor.byron_sx_00_3f_geluid | Geluid |  | rfxtrx | 
sensor.byron_sx_00_3f_signaalsterkte | Signaalsterkte |  | rfxtrx | 
siren.byron_sx_00_3f |  |  | rfxtrx | 
binary_sensor.samba_share_actief | Actief |  | hassio | 
sensor.samba_share_versie | Versie |  | hassio | 
sensor.samba_share_nieuwste_versie | Nieuwste versie |  | hassio | 
sensor.samba_share_cpu_percentage | CPU-percentage |  | hassio | 
sensor.samba_share_geheugenpercentage | Geheugenpercentage |  | hassio | 
switch.samba_share |  |  | hassio | 
update.samba_share_update | Update |  | hassio | 
binary_sensor.terminal_ssh_actief | Actief |  | hassio | 
binary_sensor.get_hacs_actief | Actief |  | hassio | 
sensor.terminal_ssh_versie | Versie |  | hassio | 
sensor.terminal_ssh_nieuwste_versie | Nieuwste versie |  | hassio | 
sensor.terminal_ssh_cpu_percentage | CPU-percentage |  | hassio | 
sensor.terminal_ssh_geheugenpercentage | Geheugenpercentage |  | hassio | 
sensor.get_hacs_versie | Versie |  | hassio | 
sensor.get_hacs_nieuwste_versie | Nieuwste versie |  | hassio | 
sensor.get_hacs_cpu_percentage | CPU-percentage |  | hassio | 
sensor.get_hacs_geheugenpercentage | Geheugenpercentage |  | hassio | 
switch.terminal_ssh |  |  | hassio | 
switch.get_hacs |  |  | hassio | 
update.terminal_ssh_update | Update |  | hassio | 
update.get_hacs_update | Update |  | hassio | 
update.hacs_update | HACS update |  | hacs | 
update.nrgkick_update | NRGKick update |  | hacs | 
switch.hacs_pre_release | Pre-release |  | hacs | 
switch.nrgkick_pre_release | Pre-release |  | hacs | 
number.iti_lader_user_set_charging_current | User-set charging current |  | nrgkick | 
number.iti_lader_user_set_energy_limit | User-set energy-limit |  | nrgkick | 
number.iti_lader_user_set_maximum_charge_phases_count | User-set maximum charge phases count |  | nrgkick | 
sensor.iti_lader_max_rated_current | Max rated current |  | nrgkick | 
sensor.iti_lader_phase_count_of_the_attachment | Phase count of the attachment |  | nrgkick | 
sensor.iti_lader_max_current_of_the_attachment_in_ampere | Max current of the attachment in Ampere |  | nrgkick | 
sensor.iti_lader_attachment_type | Attachment type |  | nrgkick | 
sensor.iti_lader_attachment_serial_number | Attachment serial number |  | nrgkick | 
sensor.iti_lader_detected_grid_voltage | Detected grid voltage |  | nrgkick | 
sensor.iti_lader_detected_grid_frequency | Detected grid frequency |  | nrgkick | 
sensor.iti_lader_connected_phases_on_grid_side | Connected phases on grid side |  | nrgkick | 
sensor.iti_lader_ip_address | IP-Address |  | nrgkick | 
sensor.iti_lader_mac_address | MAC-Address |  | nrgkick | 
sensor.iti_lader_wifi_name | WiFi name |  | nrgkick | 
sensor.iti_lader_signal_strength_of_the_currently_connected_network | Signal strength of the currently connected network |  | nrgkick | 
sensor.iti_lader_software_version_of_smartmodule_controller | Software version of SmartModule controller |  | nrgkick | 
sensor.iti_lader_hardware_version_of_the_smartmodule_controller | Hardware version of the SmartModule controller |  | nrgkick | 
sensor.iti_lader_software_version_of_the_main_controller | Software version of the Main controller |  | nrgkick | 
sensor.iti_lader_hardware_version_of_the_main_controller | Hardware Version of the Main controller |  | nrgkick | 
sensor.iti_lader_software_version_of_the_touch_controller | Software version of the Touch controller |  | nrgkick | 
sensor.iti_lader_hardware_version_of_the_touch_controller | Hardware version of the Touch controller |  | nrgkick | 
sensor.iti_lader_software_version_of_the_star_controller | Software version of the Star controller |  | nrgkick | 
sensor.iti_lader_hardware_version_of_the_star_controller | Hardware version of the Star controller |  | nrgkick | 
sensor.iti_lader_user_set_charging_current | User-set charging current |  | nrgkick | 
sensor.iti_lader_charge_pause_disabled_enabled | Charge pause disabled / enabled |  | nrgkick | 
sensor.iti_lader_user_set_energy_limit | User-set energy-limit |  | nrgkick | 
sensor.iti_lader_user_set_maximum_charge_phases_count | User-set maximum charge phases count |  | nrgkick | 
sensor.iti_lader_total_charged_energy_overall | Total charged energy overall |  | nrgkick | 
sensor.iti_lader_charged_energy_during_most_recent_charge | Charged energy during most recent charge |  | nrgkick | 
sensor.iti_lader_average_of_all_phase_voltages | Average of all phase-voltages |  | nrgkick | 
sensor.iti_lader_max_current_signaled_to_ev | Max current signaled to EV |  | nrgkick | 
sensor.iti_lader_current_frequency | Current frequency |  | nrgkick | 
sensor.iti_lader_highest_power_during_most_recent_charge | Highest power during most recent charge |  | nrgkick | 
sensor.iti_lader_active_power_of_all_phases_combined | Active power of all phases combined |  | nrgkick | 
sensor.iti_lader_reactive_power_of_all_phases_combined | Reactive power of all phases combined |  | nrgkick | 
sensor.iti_lader_apparent_power_of_all_phases_combined | Apparent power of all phases combined |  | nrgkick | 
sensor.iti_lader_power_factor_of_all_phases | Power factor of all phases |  | nrgkick | 
sensor.iti_lader_voltage_l1 | Voltage L1 |  | nrgkick | 
sensor.iti_lader_current_l1 | Current L1 |  | nrgkick | 
sensor.iti_lader_active_power_l1 | Active power L1 |  | nrgkick | 
sensor.iti_lader_reactive_power_l1 | Reactive power L1 |  | nrgkick | 
sensor.iti_lader_apparent_power_l1 | Apparent power L1 |  | nrgkick | 
sensor.iti_lader_power_factor_l1 | Power factor L1 |  | nrgkick | 
sensor.iti_lader_voltage_l2 | Voltage L2 |  | nrgkick | 
sensor.iti_lader_current_l2 | Current L2 |  | nrgkick | 
sensor.iti_lader_active_power_l2 | Active power L2 |  | nrgkick | 
sensor.iti_lader_reactive_power_l2 | Reactive power L2 |  | nrgkick | 
sensor.iti_lader_apparent_power_l2 | Apparent power L2 |  | nrgkick | 
sensor.iti_lader_power_factor_l2 | Power factor L2 |  | nrgkick | 
sensor.iti_lader_voltage_l3 | Voltage L3 |  | nrgkick | 
sensor.iti_lader_current_l3 | Current L3 |  | nrgkick | 
sensor.iti_lader_active_power_l3 | Active power L3 |  | nrgkick | 
sensor.iti_lader_reactive_power_l3 | Reactive power L3 |  | nrgkick | 
sensor.iti_lader_apparent_power_l3 | Apparent power L3 |  | nrgkick | 
sensor.iti_lader_power_factor_l3 | Power factor L3 |  | nrgkick | 
sensor.iti_lader_current_n | Current N |  | nrgkick | 
sensor.iti_lader_charging_rate_with_considered_user_defined_average_consumption_of_the_ev_in_kilometer_per_hour | Charging rate with considered user defined average consumption of the EV in Kilometer per Hour |  | nrgkick | 
sensor.iti_lader_connect_time_of_the_most_recent_charge | Connect time of the most recent charge |  | nrgkick | 
sensor.iti_lader_charge_time_of_the_most_recent_charge | Charge time of the most recent charge |  | nrgkick | 
sensor.iti_lader_charging_status | Charging status |  | nrgkick | 
